Huvudområde;Område;Delområde;Underkonto;År;Region;Värde
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Kalmar;165,0839245
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Kronoberg;190,106254
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Norrbotten;247,4358463
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Skåne;104,9401124
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Stockholm;84,61653724
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Sörmland;152,7263387
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Uppsala;193,7056725
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Värmland;150,3576364
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Västerbotten;218,1427029
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Västernorrland;154,7407685
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Västmanland;138,2510864
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Västra Götaland;123,8198977
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Örebro;101,7152583
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Östergötland;152,6194136
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Riket exkl gotland;132,0298073
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Gotland;189,6453632
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2016;Riket;132,3641569
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Blekinge;243,017864
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Dalarna;141,8761903
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Gävleborg;157,5426153
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Halland;146,2048796
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Jämtland Härjedalen;207,484806
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Jönköping;143,3917984
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Kalmar;164,2467643
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Kronoberg;187,3237511
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Norrbotten;242,7425934
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Skåne;107,380194
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Stockholm;80,15101317
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Uppsala;157,1939258
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Värmland;164,0519403
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Västerbotten;213,7150094
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Västernorrland;150,4260717
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Västmanland;136,4835205
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Västra Götaland;111,8051718
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Örebro;103,7111878
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Östergötland;153,4439645
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Riket exkl gotland;123,5369086
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Gotland;187,7293284
Hälso- och sjukvård;Politisk verksamhet;Politisk verks. avs hälso- och sjukvård;Nettokostnad exkl läkemedel;2017;Riket;123,9085751
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Blekinge;15,71007297
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Gävleborg;13,41026719
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Jämtland Härjedalen;0,40748976
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Jönköping;47,72614737
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Kalmar;25,7072713
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Kronoberg;74,63341821
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Norrbotten;32,04139749
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Skåne;30,27772302
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Stockholm;51,67096754
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Sörmland;21,68029784
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Uppsala;42,54740394
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Värmland;10,97397704
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Västerbotten;15,90306115
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Västernorrland;1,643574446
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Västmanland;68,00707274
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Västra Götaland;21,04060637
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Örebro;48,96806994
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Östergötland;30,72058681
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Riket exkl gotland;31,79603061
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Gotland;35,08525717
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2008;Riket;31,81628688
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Blekinge;15,11391891
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Gävleborg;28,60039099
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Jönköping;6,689600171
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Kalmar;25,68064407
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Kronoberg;81,89471615
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Norrbotten;24,094547
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Skåne;29,33091019
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Stockholm;32,36195947
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Sörmland;26,01717877
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Uppsala;42,18163412
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Värmland;10,97867575
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Västerbotten;14,6974643
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Västernorrland;3,291612149
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Västmanland;91,50477615
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Västra Götaland;35,24592566
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Örebro;50,2004432
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Östergötland;39,30171901
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Riket exkl gotland;30,01144756
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Gotland;27,96176229
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2009;Riket;29,9988912
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Blekinge;6,526264953
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Gävleborg;27,12398918
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Jämtland Härjedalen;0,252583056
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Jönköping;6,806860888
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Kalmar;25,6919704
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Kronoberg;95,68337501
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Norrbotten;32,1790442
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Skåne;40,01354428
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Stockholm;20,16849182
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Sörmland;22,16164705
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Uppsala;38,70406869
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Värmland;25,61616014
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Västerbotten;20,44074883
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Västernorrland;17,31066461
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Västmanland;79,12769628
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Västra Götaland;29,31917228
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Örebro;48,53156336
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Östergötland;48,877903
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Riket exkl gotland;28,855772
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Gotland;43,6536346
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2010;Riket;28,94577811
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Blekinge;24,67005275
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Gävleborg;32,59334371
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Jönköping;7,102777186
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Kalmar;25,74113004
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Kronoberg;97,47961051
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Norrbotten;8,046832566
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Skåne;25,68213943
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Stockholm;25,63360847
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Sörmland;22,01325932
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Uppsala;32,48383191
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Värmland;22,00296257
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Västerbotten;22,72140857
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Västernorrland;4,129586422
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Västmanland;78,66056785
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Västra Götaland;25,08732532
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Örebro;61,08561931
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Östergötland;41,06246013
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Riket exkl gotland;26,70083763
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Gotland;34,89914148
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2011;Riket;26,75038266
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2012;Blekinge;26,36641171
Hälso- och sjukvård;Primärvård;Allmänläkarvård inkl. jourverksamhet;därav läkemedelskostnader på rekvisition;2012;Dalarna;108,477518
