Huvud_ID;Område ;Indikatornamn;Landsting och regioner;landstingskod;Mätperiod;Värde;Täljare;Nämnare;Konfidensintervall låg gräns;Konfidensintervall hög gräns;Avvikelse riket procent ;Avvikelse riket procent ;;Måttenhet ;Önskad riktning värde ;Målnivå/er SoS/Kval reg;Källa;Kommentar 
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Gotland;09;2017;100,0;6;6;;;3,8;3,8;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Blekinge;10;2017;96,1;49;51;;;-0,3;-0,3;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Skåne;12;2017;98,5;255;259;;;2,2;2,2;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Halland;13;2017;93,8;60;64;;;-2,7;-2,7;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Västra Götaland;14;2017;93,2;290;311;;;-3,2;-3,2;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Värmland;17;2017;100,0;66;66;;;3,8;3,8;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Örebro län;18;2017;96,2;50;52;;;-0,2;-0,2;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Västmanland;19;2017;96,8;61;63;;;0,5;0,5;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Dalarna;20;2017;96,0;48;50;;;-0,3;-0,3;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Gävleborg;21;2017;96,3;52;54;;;0,0;0,0;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Västernorrland;22;2017;97,8;44;45;;;1,5;1,5;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Jämtland Härjedalen;23;2017;96,4;27;28;;;0,1;0,1;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Västerbotten;24;2017;98,1;51;52;;;1,8;1,8;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Norrbotten;25;2017;100,0;48;48;;;3,8;3,8;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;Multidisciplinär konferens vid ändtarmscancer;Riket;46;2017;96,3;1788;1856;;;0,0;0,0;;Andel (%);Högt ;100;Svenska Kolorektalcancerregistret;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Stockholms län;01;2011-2015;59,4;;;58,7;60,0;1,2;1,2;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Uppsala län;03;2011-2015;56,8;;;55,2;58,3;-3,2;-3,2;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Sörmland;04;2011-2015;57,4;;;55,8;59,1;-2,1;-2,1;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Östergötland;05;2011-2015;59,8;;;58,5;61,0;1,9;1,9;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Jönköpings län;06;2011-2015;61,5;;;60,0;63,0;4,8;4,8;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Kronoberg;07;2011-2015;59,3;;;57,3;61,2;1,1;1,1;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Kalmar län;08;2011-2015;59,3;;;57,6;61,0;1,2;1,2;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Gotland;09;2011-2015;58,1;;;54,4;61,6;-0,9;-0,9;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Blekinge;10;2011-2015;59,2;;;57,1;61,2;0,8;0,8;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Skåne;12;2011-2015;57,7;;;56,9;58,4;-1,7;-1,7;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Halland;13;2011-2015;59,2;;;57,7;60,7;0,9;0,9;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Västra Götaland;14;2011-2015;60,1;;;59,4;60,8;2,5;2,5;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Värmland;17;2011-2015;59,0;;;57,4;60,6;0,6;0,6;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Örebro län;18;2011-2015;56,4;;;54,7;58,0;-3,9;-3,9;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Västmanland;19;2011-2015;57,4;;;55,6;59,1;-2,2;-2,2;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Dalarna;20;2011-2015;56,4;;;54,8;58,0;-3,8;-3,8;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Gävleborg;21;2011-2015;54,7;;;53,0;56,4;-6,7;-6,7;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Västernorrland;22;2011-2015;59,1;;;57,2;61,0;0,8;0,8;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Jämtland Härjedalen;23;2011-2015;57,4;;;54,9;59,8;-2,1;-2,1;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Västerbotten;24;2011-2015;57,9;;;56,2;59,6;-1,3;-1,3;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Norrbotten;25;2011-2015;56,5;;;54,6;58,3;-3,7;-3,7;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid cancersjukdom – flera cancerformer;Riket;46;2011-2015;58,7;;;58,4;58,9;0,0;0,0;;Andel (%);Högt ;;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Stockholms län;01;2010-2014;49,7;;;47,9;51,4;6,8;6,8;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Uppsala län;03;2010-2014;48,6;;;44,5;52,7;4,6;4,6;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Sörmland;04;2010-2014;46,0;;;41,5;50,3;-1,2;-1,2;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Östergötland;05;2010-2014;48,3;;;44,6;51,9;3,9;3,9;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Jönköpings län;06;2010-2014;47,1;;;42,3;51,8;1,3;1,3;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Kronoberg;07;2010-2014;48,4;;;42,2;54,3;4,0;4,0;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Kalmar län;08;2010-2014;41,7;;;37,1;46,3;-10,3;-10,3;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Gotland;09;2010-2014;43,6;;;33,8;52,9;-6,3;-6,3;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Blekinge;10;2010-2014;41,2;;;35,3;47,0;-11,4;-11,4;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Skåne;12;2010-2014;44,9;;;43,0;46,8;-3,5;-3,5;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Halland;13;2010-2014;51,1;;;46,9;55,1;9,8;9,8;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Västra Götaland;14;2010-2014;44,9;;;42,9;47,0;-3,4;-3,4;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Värmland;17;2010-2014;40,1;;;35,4;44,8;-13,7;-13,7;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Örebro län;18;2010-2014;47,1;;;42,5;51,4;1,2;1,2;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Västmanland;19;2010-2014;41,8;;;36,8;46,7;-10,1;-10,1;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Dalarna;20;2010-2014;48,3;;;43,6;52,8;3,8;3,8;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Gävleborg;21;2010-2014;43,3;;;39,0;47,4;-7,0;-7,0;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Västernorrland;22;2010-2014;41,7;;;36,3;47,1;-10,3;-10,3;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Jämtland Härjedalen;23;2010-2014;43,0;;;35,7;50,1;-7,5;-7,5;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Västerbotten;24;2010-2014;51,9;;;46,8;56,7;11,6;11,6;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Norrbotten;25;2010-2014;49,1;;;44,1;53,9;5,6;5,6;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;1-årsöverlevnad vid lungcancer;Riket;46;2010-2014;46,5;;;45,7;47,3;0,0;0,0;;Andel (%);Högt ;47;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Stockholms län;01;2010-2014;91,3;;;90,0;92,4;1,7;1,7;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Uppsala län;03;2010-2014;88,8;;;85,4;91,5;-1,0;-1,0;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Sörmland;04;2010-2014;89,3;;;85,5;92,2;-0,5;-0,5;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Östergötland;05;2010-2014;86,7;;;83,7;89,2;-3,4;-3,4;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Jönköpings län;06;2010-2014;88,2;;;85,0;90,8;-1,7;-1,7;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Kronoberg;07;2010-2014;91,8;;;87,5;94,7;2,3;2,3;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Kalmar län;08;2010-2014;90,8;;;87,2;93,4;1,1;1,1;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Gotland;09;2010-2014;87,7;;;77,8;93,4;-2,3;-2,3;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Blekinge;10;2010-2014;92,8;;;87,7;95,9;3,4;3,4;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Skåne;12;2010-2014;89,7;;;88,2;91,1;0,0;0,0;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Halland;13;2010-2014;89,4;;;86,0;92,0;-0,4;-0,4;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Västra Götaland;14;2010-2014;86,9;;;85,5;88,2;-3,1;-3,1;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Värmland;17;2010-2014;92,1;;;88,2;94,7;2,6;2,6;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Örebro län;18;2010-2014;90,9;;;87,2;93,6;1,3;1,3;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Västmanland;19;2010-2014;91,8;;;88,2;94,3;2,2;2,2;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Dalarna;20;2010-2014;92,5;;;88,7;95,1;3,1;3,1;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Gävleborg;21;2010-2014;88,7;;;85,1;91,5;-1,1;-1,1;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Västernorrland;22;2010-2014;91,3;;;87,3;94,0;1,7;1,7;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Jämtland Härjedalen;23;2010-2014;87,7;;;82,4;91,5;-2,3;-2,3;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Västerbotten;24;2010-2014;88,1;;;84,1;91,1;-1,8;-1,8;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Norrbotten;25;2010-2014;93,6;;;88,7;96,4;4,3;4,3;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid bröstcancer;Riket;46;2010-2014;89,7;;;89,2;90,3;0,0;0,0;;Andel (%);Högt ;88;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Stockholms län;01;2010-2014;66,9;;;64,8;68,8;1,7;1,7;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Uppsala län;03;2010-2014;63,7;;;58,5;68,4;-3,1;-3,1;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Sörmland;04;2010-2014;67,4;;;61,9;72,4;2,6;2,6;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Östergötland;05;2010-2014;65,6;;;61,4;69,4;-0,2;-0,2;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Jönköpings län;06;2010-2014;66,3;;;61,6;70,6;0,9;0,9;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Kronoberg;07;2010-2014;65,0;;;58,9;70,4;-1,1;-1,1;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Kalmar län;08;2010-2014;71,5;;;66,5;75,9;8,8;8,8;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Gotland;09;2010-2014;77,0;;;66,3;84,7;17,2;17,2;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Blekinge;10;2010-2014;60,0;;;53,4;65,9;-8,7;-8,7;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Skåne;12;2010-2014;65,4;;;63,1;67,7;-0,4;-0,4;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Halland;13;2010-2014;65,6;;;61,1;69,6;-0,2;-0,2;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Västra Götaland;14;2010-2014;64,3;;;62,2;66,3;-2,1;-2,1;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Värmland;17;2010-2014;67,3;;;62,3;71,8;2,4;2,4;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Örebro län;18;2010-2014;62,2;;;56,8;67,1;-5,4;-5,4;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Västmanland;19;2010-2014;69,9;;;64,2;74,8;6,4;6,4;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Dalarna;20;2010-2014;67,2;;;62,4;71,6;2,3;2,3;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Gävleborg;21;2010-2014;61,4;;;56,0;66,4;-6,6;-6,6;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Västernorrland;22;2010-2014;68,3;;;62,5;73,4;3,9;3,9;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Jämtland Härjedalen;23;2010-2014;60,9;;;53,0;67,8;-7,4;-7,4;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Västerbotten;24;2010-2014;64,8;;;59,4;69,6;-1,4;-1,4;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Norrbotten;25;2010-2014;67,2;;;60,9;72,7;2,3;2,3;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid tjocktarmscancer;Riket;46;2010-2014;65,7;;;64,9;66,6;0,0;0,0;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Stockholms län;01;2010-2014;65,6;;;62,9;68,1;-0,4;-0,4;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Uppsala län;03;2010-2014;67,0;;;60,0;73,0;1,7;1,7;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Sörmland;04;2010-2014;68,1;;;61,0;74,2;3,4;3,4;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Östergötland;05;2010-2014;68,9;;;63,4;73,8;4,7;4,7;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Jönköpings län;06;2010-2014;67,7;;;61,1;73,5;2,9;2,9;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Kronoberg;07;2010-2014;59,0;;;51,1;66,1;-10,4;-10,4;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Kalmar län;08;2010-2014;62,7;;;55,9;68,7;-4,8;-4,8;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Gotland;09;2010-2014;68,5;;;53,2;79,7;4,1;4,1;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Blekinge;10;2010-2014;63,1;;;55,0;70,1;-4,2;-4,2;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Skåne;12;2010-2014;65,5;;;62,5;68,4;-0,5;-0,5;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Halland;13;2010-2014;70,3;;;63,9;75,7;6,7;6,7;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Västra Götaland;14;2010-2014;67,8;;;65,0;70,5;3,0;3,0;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Värmland;17;2010-2014;61,6;;;55,2;67,3;-6,5;-6,5;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Örebro län;18;2010-2014;65,2;;;59,0;70,7;-1,0;-1,0;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Västmanland;19;2010-2014;69,2;;;62,3;75,1;5,1;5,1;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Dalarna;20;2010-2014;58,7;;;52,0;64,8;-10,9;-10,9;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Gävleborg;21;2010-2014;65,2;;;58,5;71,1;-1,0;-1,0;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Västernorrland;22;2010-2014;66,6;;;58,7;73,3;1,1;1,1;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Jämtland Härjedalen;23;2010-2014;67,4;;;56,0;76,5;2,4;2,4;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Västerbotten;24;2010-2014;62,7;;;55,7;68,9;-4,8;-4,8;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Norrbotten;25;2010-2014;65,6;;;57,5;72,6;-0,3;-0,3;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;5-årsöverlevnad vid ändtarmscancer;Riket;46;2010-2014;65,8;;;64,7;67,0;0,0;0,0;;Andel (%);Högt ;67;Cancerregistret, Socialstyrelsen;
;Cancer;Väntetid till prostatacancerbesked;Stockholms län;01;2017;13,3;157;1 180;;;28,7;28,7;;Andel (%);Högt ;60/30;Nationella prostatacancerregistret (NPCR);
;Cancer;Väntetid till prostatacancerbesked;Uppsala län;03;2017;22,8;79;346;;;120,8;120,8;;Andel (%);Högt ;60/30;Nationella prostatacancerregistret (NPCR);
;Cancer;Väntetid till prostatacancerbesked;Sörmland;04;2017;1,8;6;340;;;-82,9;-82,9;;Andel (%);Högt ;60/30;Nationella prostatacancerregistret (NPCR);
;Cancer;Väntetid till prostatacancerbesked;Östergötland;05;2017;1,7;8;458;;;-83,1;-83,1;;Andel (%);Högt ;60/30;Nationella prostatacancerregistret (NPCR);
;Cancer;Väntetid till prostatacancerbesked;Jönköpings län;06;2017;6,3;26;410;;;-38,7;-38,7;;Andel (%);Högt ;60/30;Nationella prostatacancerregistret (NPCR);
;Cancer;Väntetid till prostatacancerbesked;Kronoberg;07;2017;52,0;128;246;;;403,2;403,2;;Andel (%);Högt ;60/30;Nationella prostatacancerregistret (NPCR);
