Innehållsförteckning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Värden;Egen/annan produktion;Område;Därav;varav;Läkare/ Övrigt;Prestationsgrupp;Prestation;År;Blekinge;Dalarna;Gotland;Gävleborg;Halland;Jämtland Härjedalen;Jönköping;Kalmar;Kronoberg;Norrbotten;Skåne;Stockholm;Sörmland;Uppsala;Värmland;Västerbotten;Västernorrland;Västmanland;Västra Götaland;Örebro;Östergötland;Riket
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2014;;7;;;;;;;;;;3;;;2;;;;1;;;13
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2015;;3;;;;;;;;;;;;;;;;;;;;3
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;;2;;;;;;;;;;1;;1;;;;;;;;4
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;;2;;;;;;;;;;2;;;;;;;;;1;5
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2008;3 179;1 704;769;21;3 121;602;5 753;3 523;2 901;659;12 199;28 029;1 532;1 917;5 948;857;54;222;21 063;2 776;7 159;103 988
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2009;3 891;2 151;732;34;2 302;468;4 772;3 102;1 818;635;9 532;28 726;1 776;;6 460;1 389;1 599;209;21 363;2 758;7 254;100 971
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2010;3 198;1 673;709;13;2 747;600;4 817;2 935;1 703;574;10 746;28 880;1 828;;6 034;1 298;45;156;20 841;2 299;5 983;97 079
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2011;3 049;1 383;901;17;4 305;649;4 871;3 158;1 683;336;9 074;24 706;1 950;;5 967;583;65;119;15 933;2 519;6 323;87 591
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2012;3 089;1 050;825;6;4 189;505;4 929;2 922;2 672;254;5 720;22 710;;;5 216;545;52;95;15 893;2 598;6 441;79 711
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2013;3 174;906;384;1;4 155;414;4 639;2 726;3 195;284;6 542;24 471;1 378;;7 031;564;47;63;14 061;2 819;6 929;83 783
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2014;3 481;666;431;22;4 397;536;4 838;2 707;2 246;192;6 731;24 201;4 241;;7 162;525;49;54;13 763;2 870;5 221;84 333
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2015;3 259;9 000;577;14;4 492;512;3 293;2 489;2 174;187;6 707;24 529;4 277;1 720;7 150;517;76;13;12 585;3 200;5 246;92 017
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;3 285;11 508;672;;4 440;288;3 044;2 425;2 004;133;6 735;24 618;4 443;1 788;7 439;449;67;;12 120;3 314;5 068;93 840
;Besök per specialitet;Offentlig regi;Primärvård;Mödrahälsovård;Mödrahälsovård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;3 298;932;620;;4 232;480;3 887;2 451;2 321;162;6 878;23 351;;1 544;6 699;480;60;38;10 651;3 287;4 892;76 263
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2008;107 518;254 628;;116 773;;;478 426;182;;44 353;;643 535;29 487;;54;164 326;6 158;34 016;2 978;;2 537;1 884 971
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2009;86 030;173 939;9 906;107 825;;;457 054;42;;40 304;;642 356;35 158;;4;154 904;32 854;32 030;3 180;;18 304;1 793 890
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2010;76 707;91 681;15 170;94 611;;;336 511;483;;63 273;;599 258;;;3;142 288;57 448;24 664;2 456;;44 314;1 548 867
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2011;76 778;67 990;16 461;99 958;;;390 314;;;56 034;;620 993;2 988;;8;124 310;80 773;23 867;2 886;;72 847;1 636 207
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2012;71 361;52 903;;96 718;;;379 145;;;51 633;;641 996;24;;13;116 118;75 702;22 275;2 562;;47 345;1 557 795
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2013;;;;9 524;;;;;;5 685;;529 752;26;;;75 876;74 162;;2 444;;28 291;725 760
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2014;;;;10;;;;;;46;;526 220;21;;92;1 139;6 340;;2 927;;6 258;543 053
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2015;;;;19;334;;8;;;78;142;552 386;;;;864;;;847;;4 741;559 419
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2016;;;;4;1 026;;9;;;10;;600 902;;;;585;;;541;;4 477;607 554
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2017;950;;;4;1 105;;;;;68;;637 341;;;;1 091;;;1 604;;3 451;645 614
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;;;;;;;;;;;149;;;;;;;;;;;149
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;;;;;;;;;;;118;;;;;;;;;;;118
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;;;;;;;;;;;5;;;;;;;;;;;5
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;;;;;;;;;;;3;;;;;;;;;;;3
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2008;642;5 578;;4 214;;;2 056;267;;73;;6 290;15;;1 127;1 166;34;6 136;11 138;;116;38 852
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2009;930;4 539;11;3 271;;;2 210;373;;59;;9 612;59;;1 344;828;48;3 809;11 025;;466;38 584
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2010;697;2 174;8;1 781;;;1 168;594;;7 718;;9 037;404;;1 621;947;576;814;11 285;;872;39 696
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2011;364;1 119;9;357;;;1 277;;;11 291;;25 559;405;;1 238;838;2 743;718;9 029;;832;55 779
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2012;407;733;29;491;;;788;;;12 102;;27 354;63;;1 290;929;4 052;1 520;11 840;;431;62 029
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2013;371;214;2;347;;;619;;;564;;30 591;95;;851;872;4 834;598;7 073;;370;47 401
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2014;371;;;367;;;573;;;478;;39 301;80;;533;578;3 028;141;6 801;;337;52 588
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2015;399;;;351;1 318;;533;;;532;562;30 240;241;;;494;;557;11 587;;296;47 110
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2016;487;;174;909;2 025;;524;;;458;;25 403;553;;;411;;551;11 926;;141;43 562
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök ordinärt boende;2017;599;;181;777;2 107;;;;;530;;22 742;966;;;499;;521;14 675;;339;43 936
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2008;3 827;716;;4 912;;;12 660;;4 875;;;;6 653;28 086;4 308;2 914;;200;50 676;;46;119 873
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2009;3 068;375;;5 319;;;12 987;;5 865;;;;7 053;30 480;6 924;5 131;;2 881;45 961;;;126 044
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2010;2 959;7 527;;4 281;;;11 821;;5 995;;;;5 302;34 778;5 879;7 133;;3 080;39 171;;;127 926
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2011;2 788;21 159;;2 848;;;2 387;;6 594;;;;4 825;33 147;5 874;5 976;;2 415;32 661;;;120 674
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2012;2 500;20 603;;2 616;;;2 047;;5 846;;;;4 279;32 765;5 733;9 315;;2 879;32 016;;;120 599
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2013;2 685;21 764;;1 798;;;1 670;;5 321;15 778;;29 863;4 569;31 567;5 475;9 601;;2 728;32 293;;;165 112
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2014;2 404;3 001;;1 588;;;1 862;;4 818;7 147;;24 496;4 224;28 600;4 223;7 969;;1 798;31 143;;;123 273
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2015;2 718;6 285;;1 636;;;1 790;;4 205;7 276;;19 393;4 015;28 935;3 887;4 695;3 076;3 334;29 775;;;121 020
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2016;2 519;5 787;802;5 055;;;880;;4 153;5 592;;16 985;4 271;26 593;3 830;3 975;2 688;2 968;27 863;;;113 961
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök särskilt boende;2017;2 149;6 273;915;4 644;;;;;3 864;5 305;;15 452;4 866;27 509;4 024;3 895;2 978;2 868;29 287;;;114 029
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;;;;;;;;;;;864;;;;;;;;;;;864
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;;;;;;;;;;;621;;;;;;;;;;;621
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;;;;;;;;;;;23;;;;;;;;;;;23
;Besök per specialitet;Offentlig regi;Primärvård;Primärvårdsansluten hemsjukvård;Primärvårdsansluten hemsjukvård;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;;;;;;;;;;;20;;;;;;;;;;;20
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2008;10 185;13 112;1 181;9 075;5 950;98;22 935;73;;19 147;3 464;68 536;6 975;;;6 942;2 019;3 686;28 097;8 650;21 827;231 952
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2009;8 128;12 714;13;9 455;3 577;49;23 513;44;1;17 045;3 018;76 725;7 500;566;;9 405;2 208;3 419;27 513;9 916;21 914;236 723
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2010;787;12 529;16;15 266;3 443;63;18 353;292;88;;2 782;79 567;484;291;;11 087;10 452;2 930;20 031;9 578;23 315;211 354
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2011;68;11 381;40;12 393;4 249;108;16 637;;97;;2 959;82 876;517;514;;11 393;9 344;3 470;26 803;9 377;24 951;217 177
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2012;218;9 650;77;10 867;3 953;279;14 430;;67;;3 120;87 633;595;151;;10 992;8 641;1 991;24 956;12 149;25 391;215 160
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2013;;223;39;8 127;3 483;328;213;;;2 194;3 763;86 092;553;163;;7 349;8 121;151;23 952;12 634;24 792;182 177
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2014;;209;19;6 642;3 404;411;206;;142;1 673;4 643;80 901;597;102;;902;556;208;22 413;12 430;2 848;138 306
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2015;;217;6;6 347;2 778;740;294;;116;2 021;5 313;82 874;701;62;;847;164;298;25 843;12 471;887;141 979
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;;175;8;6 090;2 732;1 052;477;112;158;2 114;5 322;80 457;583;65;;950;187;668;27 992;13 559;414;143 115
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;;198;7;6 162;2 497;1 229;441;105;128;1 903;4 889;78 262;663;56;;704;92;262;50 778;12 885;442;161 703
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2008;53 350;97 312;15 804;127 878;162 215;41 127;147 696;95 657;54 366;94 945;375 432;386 216;81 099;65 446;41 066;74 911;88 911;50 790;508 923;83 450;121 519;2 768 113
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2009;52 214;97 508;16 028;131 107;170 888;40 256;147 301;112 377;53 605;88 264;383 933;372 003;81 400;69 056;62 862;79 453;148 324;49 230;508 804;96 027;138 066;2 898 706
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2010;52 064;92 751;18 040;124 278;152 825;37 404;129 234;126 618;53 588;116 151;398 069;341 792;79 657;74 861;59 948;83 442;71 336;52 468;497 720;110 604;149 998;2 822 848
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2011;52 517;90 476;15 221;120 838;157 246;36 734;148 050;136 104;54 041;111 909;409 049;347 427;86 475;82 076;71 763;87 867;101 824;53 867;519 498;114 351;151 869;2 949 202
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2012;52 256;85 069;15 533;113 468;135 872;43 497;158 102;135 164;53 532;109 138;417 441;323 824;86 428;85 366;69 493;96 441;87 587;52 838;524 022;114 004;138 158;2 897 233
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2013;54 829;77 061;17 098;117 269;132 614;46 466;152 653;135 047;55 230;88 725;407 634;378 557;93 918;92 704;66 213;97 223;96 915;52 508;531 824;113 327;162 604;2 970 419
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2014;55 190;76 070;16 949;114 731;132 770;46 650;151 137;142 256;56 224;97 511;442 308;412 841;95 543;100 485;52 275;99 305;96 850;50 282;571 763;114 993;158 066;3 084 199
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2015;48 810;77 404;19 373;113 092;126 743;46 133;148 000;138 841;58 395;92 972;482 411;479 966;98 348;105 683;59 345;98 451;98 115;54 519;689 099;120 019;144 853;3 300 572
;Besök per specialitet;Offentlig regi;Primärvård;Sjukgymnastik och Arbetsterapi;Sjukgymnastik och Arbetsterapi;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;47 365;68 343;16 463;108 374;121 586;40 815;145 823;134 009;61 508;93 492;492 516;495 274;102 300;105 413;59 595;96 455;100 411;52 391;754 070;126 477;144 331;3 367 011
